Network_Latency_ms,Packet_Loss_%,Temperature_C,Vibration_Hz,Power_Consumption_kW,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
37.897,3.886,59.16,4.511,4.452,5.044,62.496,0.62,2.331,1
38.58,2.94,72.966,2.708,3.488,7.804,297.655,0.125,10.025,1
49.222,4.289,74.688,4.378,5.654,8.57,301.495,0.542,0.857,2
31.278,4.78,48.442,4.184,8.732,7.956,379.14,0.212,3.007,2
43.632,2.207,30.867,3.476,7.98,7.433,143.269,0.301,7.287,1
9.586,4.362,46.327,3.855,1.56,7.231,83.855,0.934,12.923,1
37.987,0.642,33.767,4.592,8.63,3.269,377.389,0.269,3.822,2
24.313,1.514,45.513,4.508,6.045,0.503,240.453,0.749,3.173,2
33.103,3.174,48.566,3.711,4.198,9.973,254.272,0.797,12.559,1
9.032,4.132,46.692,3.551,2.931,9.456,55.707,0.724,10.178,1
4.837,3.086,88.068,4.538,8.646,7.97,278.4,0.945,3.365,2
18.524,3.754,35.509,1.948,2.725,4.372,400.479,0.394,1.037,0
27.564,0.892,64.739,0.683,1.884,1.834,394.247,0.894,9.383,1
5.857,1.803,65.279,3.104,5.41,8.734,414.639,0.591,14.425,1
16.714,2.619,48.1,3.508,4.358,4.338,98.508,0.881,8.346,1
20.051,1.04,78.022,4.136,7.404,4.758,50.091,0.341,12.129,1
42.898,4.418,40.503,0.505,8.993,1.247,100.885,0.319,1.317,1
14.703,3.993,41.343,2.265,1.621,9.56,114.634,0.552,8.111,1
7.097,4.431,61.32,1.701,3.256,7.942,58.151,0.014,8.104,1
9.319,0.106,67.103,2.844,5.536,0.628,179.623,0.9,10.975,1
33.129,4.183,37.862,0.49,4.479,5.447,386.74,0.179,9.211,1
37.955,3.753,57.814,0.736,2.656,1.538,171.133,0.805,13.595,1
30.19,4.906,52.585,4.761,7.273,4.423,184.29,0.317,2.314,1
22.725,1.327,78.589,2.109,2.906,4.568,460.456,0.041,13.491,1
37.941,0.756,44.415,1.54,7.685,4.79,494.344,0.568,10.85,1
40.754,3.041,42.639,2.369,6.067,0.26,382.725,0.603,2.97,2
34.971,3.164,88.625,2.689,4.603,4.18,456.221,0.178,11.278,1
40.227,1.751,65.611,1.8,6.812,6.139,273.604,0.142,10.945,1
24.939,2.701,59.831,2.807,2.063,5.926,145.295,0.124,4.031,1
44.792,3.535,42.672,1.231,9.587,4.068,252.206,0.331,14.768,1
46.502,2.417,80.009,4.816,3.042,9.139,495.333,0.408,0.148,0
4.025,3.354,35.636,2.989,3.923,7.197,323.191,0.449,10.513,1
16.773,4.142,36.84,2.463,3.576,3.245,88.654,0.352,7.104,1
10.137,2.128,48.437,4.736,8.809,8.224,360.236,0.029,10.765,1
19.477,3.973,59.209,3.562,7.7,8.321,463.649,0.258,6.912,1
48.615,0.832,86.935,3.733,6.205,2.037,145.817,0.7,7.371,1
9.109,1.067,87.45,1.578,5.051,3.905,221.581,0.57,11.413,1
16.514,4.598,38.176,2.808,7.733,2.862,194.436,0.55,1.316,1
39.036,4.129,55.297,3.884,8.169,8.533,442.838,0.077,6.988,1
14.467,2.15,49.419,1.878,3.065,1.964,252.705,0.581,13.721,1
47.311,2.503,38.336,0.834,5.026,8.491,166.823,0.449,3.701,1
8.347,0.362,66.61,2.057,6.028,4.277,202.998,0.081,9.057,1
25.785,3.952,68.982,2.428,8.661,2.03,172.858,0.716,4.536,1
24.328,4.431,50.914,3.508,8.002,1.058,372.456,0.684,9.251,1
25.438,1.703,56.525,0.231,8.29,3.088,261.171,0.086,8.502,1
8.947,0.563,77.236,0.126,2.801,0.515,305.662,0.305,7.16,1
44.172,2.238,33.404,4.994,7.927,2.269,450.54,0.774,6.43,1
27.513,0.408,85.77,0.794,5.162,9.57,196.061,0.495,7.175,1
33.3,3.255,82.925,3.46,6.755,5.628,407.085,0.365,14.079,1
42.831,1.545,43.422,3.253,6.798,3.474,193.432,0.769,1.897,1
26.544,3.049,56.024,4.005,8.305,8.307,246.507,0.395,11.604,1
41.294,0.753,39.561,1.878,9.773,1.029,206.716,0.796,14.477,1
37.054,3.212,44.111,0.905,8.669,1.43,108.091,0.817,3.364,1
27.041,0.125,73.377,2.733,6.433,8.9,370.798,0.598,5.353,1
19.386,2.808,75.626,4.123,9.62,3.345,261.155,0.181,8.428,1
31.766,4.731,73.91,3.554,3.578,5.782,140.568,0.125,2.45,1
3.335,1.89,34.252,3.475,5.494,8.734,101.08,0.598,1.496,1
29.954,0.422,37.528,2.104,2.25,2.543,87.693,0.722,6.494,1
10.166,1.82,69.128,1.067,4.437,2.284,243.771,0.123,12.46,1
28.596,0.171,62.318,3.988,5.236,5.448,272.274,0.141,13.63,1
25.23,4.033,54.299,2.234,8.171,7.686,111.106,0.297,2.452,1
12.491,0.554,70.287,3.562,4.708,5.799,394.499,0.765,14.266,1
13.512,4.638,83.867,4.333,2.432,0.413,426.268,0.801,4.328,2
5.762,2.073,44.193,3.149,8.201,2.085,232.315,0.498,0.122,2
30.362,4.244,75.635,4.286,7.133,2.735,136.504,0.474,4.627,1
15.303,4.483,43.746,4.476,6.68,7.931,269.821,0.671,7.409,1
22.411,0.961,51.586,3.454,7.577,3.778,204.537,0.308,5.726,1
34.386,1.985,72.129,2.631,8.628,7.982,88.222,0.695,1.042,1
33.249,3.822,85.482,0.174,9.677,0.509,324.086,0.176,3.885,2
9.949,0.903,83.212,4.714,6.622,4.82,450.499,0.447,13.12,1
46.847,2.119,41.063,2.282,6.328,9.629,238.8,0.641,8.852,1
13.435,3.573,50.1,3.64,7.236,4.197,162.875,0.932,7.754,1
18.173,2.274,45.065,4.279,6.607,9.683,364.196,0.034,4.4,2
1.742,1.392,39.121,1.739,6.865,2.747,417.465,0.061,0.12,0
15.703,3.346,34.313,3.082,8.029,6.542,438.242,0.834,0.422,0
19.647,0.672,73.939,0.749,3.649,8.26,172.942,0.155,10.948,1
15.626,0.104,45.964,4.435,2.664,5.829,184.254,0.991,5.366,1
41.223,4.132,60.394,0.443,3.161,4.241,339.45,0.435,8.652,1
37.855,2.778,39.949,3.817,9.767,3.718,62.352,0.192,12.051,1
23.706,0.859,83.072,4.446,2.006,2.779,364.9,0.967,2.671,2
46.462,4.105,30.888,4.015,6.247,1.143,128.157,0.056,12.177,1
47.2,0.475,50.54,4.049,5.266,0.855,200.471,0.603,4.078,2
31.871,4.117,81.325,1.167,7.016,2.281,132.972,0.086,0.249,1
27.691,3.461,52.313,1.346,1.905,8.896,466.431,0.617,0.805,0
21.117,0.249,78.947,2.518,9.991,2.599,226.46,0.112,2.314,2
38.143,4.32,35.325,1.943,9.826,6.608,150.682,0.167,8.763,1
12.031,3.771,42.451,0.948,8.308,6.611,486.033,0.836,6.817,1
39.271,0.266,62.434,3.198,2.259,3.41,183.081,0.879,3.33,1
31.568,3.076,78.904,2.941,6.073,0.204,167.536,0.087,11.954,1
35.164,4.25,38.815,1.243,1.988,8.766,157.124,0.94,14.353,1
13.639,3.906,77.271,3.752,8.655,3.36,442.607,0.409,10.484,1
10.797,3.758,85.879,0.468,2.953,9.498,295.219,0.577,4.708,2
43.946,1.971,30.855,1.842,9.708,6.841,369.141,0.959,4.98,2
39.919,4.13,44.171,4.538,6.858,1.329,311.44,0.996,11.812,1
42.924,3.353,37.303,2.707,8.315,6.199,361.353,0.097,6.909,1
1.967,3.39,37.396,4.403,9.525,1.669,498.686,0.068,2.893,2
26.622,4.149,76.015,2.294,8.144,0.685,145.45,0.651,5.217,1
49.619,3.232,40.699,2.56,3.105,3.681,473.572,0.86,13.832,1
9.697,2.098,54.465,3.975,2.695,8.177,329.508,0.703,4.882,2
35.599,3.806,74.01,1.262,2.612,2.014,239.998,0.914,6.98,1
20.973,1.96,31.593,2.382,5.781,8.997,474.209,0.523,3.499,2
7.203,0.477,88.604,0.749,9.819,8.777,270.248,0.628,11.154,1
11.008,3.692,42.425,0.262,6.425,7.547,164.638,0.386,10.182,1
32.974,2.452,73.29,2.937,9.995,5.704,215.29,0.245,12.745,1
22.696,1.403,86.675,1.954,6.632,6.496,313.144,0.799,10.782,1
13.137,3.411,68.673,0.504,7.44,7.726,390.193,0.964,4.563,2
43.739,2.993,68.865,4.985,5.911,6.734,265.861,0.497,3.601,2
9.917,3.324,44.484,0.886,6.971,2.515,498.605,0.798,5.61,1
32.746,1.872,69.359,2.775,3.963,6.093,332.95,0.404,9.327,1
35.629,3.497,42.872,1.452,4.958,8.61,285.242,0.947,11.014,1
24.756,2.874,39.739,2.927,4.729,1.221,214.6,0.026,3.942,2
21.587,1.854,72.203,3.173,8.579,2.924,212.168,0.469,3.844,2
24.696,1.608,70.844,0.258,4.56,4.661,410.815,0.71,3.915,2
11.089,1.688,42.435,4.819,5.371,8.145,401.223,0.578,1.953,0
21.406,2.516,62.122,4.428,2.634,4.998,287.314,0.336,11.593,1
25.061,0.685,50.709,4.403,5.604,2.562,347.854,0.293,3.782,2
11.346,0.903,67.836,3.055,1.624,0.738,62.177,0.571,7.544,1
11.101,0.887,81.949,1.227,2.773,5.64,419.213,0.151,6.665,1
37.81,2.403,48.883,3.193,9.781,2.978,379.434,0.274,12.887,1
14.959,1.822,62.768,2.019,4.811,7.396,482.073,0.382,11.988,1
29.08,0.187,80.644,2.869,4.107,6.163,492.532,0.75,12.787,1
39.003,3.491,89.345,3.548,6.201,6.04,455.29,0.455,13.719,1
11.35,0.561,45.698,3.915,9.102,5.916,349.739,0.669,12.524,1
34.033,2.361,38.236,0.546,4.123,6.705,429.038,0.462,13.349,1
21.645,0.456,53.533,2.802,8.931,2.352,228.092,0.031,12.695,1
11.895,2.713,43.863,3.408,8.434,6.65,308.091,0.538,4.148,2
40.092,1.47,41.345,0.696,6.244,3.304,331.272,0.643,8.504,1
6.912,3.889,63.035,2.159,1.797,8.762,373.758,0.684,10.046,1
43.965,1.057,38.908,2.866,3.629,9.322,344.293,0.347,12.597,1
44.408,3.321,48.116,4.417,9.411,2.878,54.977,0.05,7.293,1
48.288,1.02,45.916,4.813,2.013,9.667,138.381,0.753,0.047,1
14.024,3.065,65.563,3.398,6.65,2.763,216.198,0.709,8.853,1
31.217,0.265,47.273,0.184,9.332,9.901,277.091,0.205,0.827,2
33.473,0.907,85.894,3.813,2.524,5.962,315.344,0.199,14.366,1
20.729,3.992,88.357,3.235,6.985,8.677,419.738,0.669,2.674,2
38.376,3.485,80.196,1.17,7.191,2.432,470.413,0.999,13.144,1
19.793,3.037,38.258,3.526,1.72,2.002,255.798,0.736,2.089,2
25.844,0.816,34.026,2.549,6.209,6.737,447.775,0.788,12.493,1
14.634,3.978,67.412,2.066,6.2,2.779,66.786,0.568,12.591,1
3.544,4.728,69.114,2.399,2.093,5.617,490.856,0.401,1.68,0
21.254,3.858,54.718,2.107,9.312,0.59,276.476,0.716,14.753,1
7.238,0.632,37.485,3.157,1.602,1.109,207.252,0.88,3.984,2
48.285,3.679,46.323,1.065,2.55,9.841,184.978,0.404,9.84,1
35.818,3.988,59.297,2.543,9.815,0.82,479.767,0.947,4.974,2
23.711,2.764,63.214,3.691,2.204,7.404,312.41,0.797,4.66,2
4.509,1.232,35.449,2.163,3.921,9.217,265.069,0.711,1.402,2
14.338,4.136,54.884,3.115,8.49,5.59,366.05,0.405,4.52,2
16.046,0.382,35.724,3.749,4.662,8.342,182.426,0.681,7.632,1
6.46,4.061,32.204,3.26,7.37,6.88,459.971,0.301,6.018,1
31.497,4.917,51.18,0.666,9.128,8.189,61.918,0.637,12.903,1
45.271,1.72,77.84,1.438,2.826,0.18,470.595,0.18,12.022,1
18.142,2.832,81.555,3.451,1.845,1.668,133.728,0.476,2.904,1
5.12,2.566,70.286,1.88,8.148,2.092,252.983,0.297,14.264,1
15.953,3.508,40.612,4.52,3.228,4.864,134.776,0.935,4.957,1
19.92,1.674,68.766,3.843,5.485,9.22,491.326,0.809,5.917,1
5.938,4.202,69.143,1.957,9.857,9.626,378.925,0.069,12.156,1
28.85,2.436,81.511,2.927,6.123,8.981,258.796,0.457,3.892,2
12.9,2.883,89.107,3.196,6.355,4.436,50.704,0.077,3.809,1
7.591,1.69,66.194,2.62,3.535,6.982,416.824,0.208,3.126,2
39.838,0.228,65.114,1.223,2.601,6.707,155.847,0.501,1.477,1
28.235,2.865,56.133,0.188,5.644,9.108,438.861,0.26,11.78,1
10.887,2.642,30.199,3.205,9.079,2.414,436.764,0.654,10.925,1
33.862,4.519,54.016,4.913,4.521,8.079,325.0,0.853,14.988,1
30.997,0.672,67.853,3.187,6.583,3.803,329.139,0.966,8.126,1
27.635,1.979,69.385,2.459,8.326,5.762,108.796,0.469,13.825,1
5.252,0.373,33.509,0.801,3.376,4.476,400.702,0.96,8.69,1
6.381,1.001,36.926,0.218,3.08,5.803,183.41,0.357,6.13,1
38.863,4.221,64.623,3.57,9.776,6.246,351.219,0.621,12.382,1
22.102,3.003,30.617,3.656,2.87,3.511,179.027,0.705,6.954,1
20.875,1.798,66.466,1.683,5.268,6.771,328.196,0.378,13.558,1
27.764,4.481,81.967,4.667,8.882,4.681,308.088,0.851,7.362,1
4.715,0.546,47.668,3.565,8.452,6.701,355.02,0.027,14.285,1
20.59,2.108,49.447,1.439,5.745,5.914,499.23,0.171,6.449,1
8.226,4.957,79.416,0.433,5.148,5.089,120.888,0.072,8.05,1
35.062,2.392,84.711,1.432,8.359,3.189,119.799,0.703,3.811,1
31.812,2.617,51.024,1.371,1.845,2.536,359.669,0.377,10.918,1
24.12,4.486,47.368,3.729,6.569,6.918,148.972,0.971,3.881,1
48.911,3.816,58.909,0.915,3.613,3.924,344.415,0.055,10.819,1
6.342,2.053,33.786,0.248,2.405,3.017,357.705,0.263,14.506,1
1.454,0.847,52.86,4.659,3.824,9.79,62.723,0.719,11.261,1
42.557,1.421,76.169,2.149,6.854,0.864,95.713,0.929,11.548,1
31.955,0.743,58.258,1.786,8.132,0.529,210.292,0.163,0.46,2
37.752,0.977,86.373,2.519,8.461,6.435,428.753,0.091,13.434,1
11.847,0.011,80.341,4.38,6.968,4.144,288.582,0.916,4.94,2
7.078,3.506,42.036,1.252,1.58,6.985,69.271,0.628,1.119,1
46.965,0.164,77.879,2.018,9.67,4.296,185.915,0.944,8.427,1
4.48,0.6,36.849,1.173,7.248,9.542,302.84,0.748,2.018,2
20.755,0.876,58.591,2.727,7.531,9.352,472.156,0.806,2.768,2
12.816,4.825,51.649,0.727,8.245,3.774,462.277,0.273,4.28,2
42.456,4.764,80.256,4.212,6.964,9.828,204.547,0.273,6.165,1
48.435,4.1,70.041,4.027,1.779,8.707,440.54,0.649,8.778,1
4.156,2.582,69.207,2.767,7.593,7.461,218.742,0.975,9.969,1
13.312,0.158,67.596,2.337,9.574,6.576,446.523,0.365,1.597,0
33.909,0.536,76.901,0.79,6.334,7.904,444.245,0.783,3.222,2
35.307,2.446,33.216,3.978,3.582,2.427,189.903,0.213,10.504,1
10.373,4.126,76.6,2.99,5.491,8.055,121.096,0.819,0.982,1
28.582,1.502,86.182,4.434,4.885,5.766,391.31,0.248,12.773,1
47.082,3.607,78.895,1.074,8.252,5.54,158.394,0.261,14.816,1
37.239,0.957,77.014,0.813,5.536,4.716,475.51,0.799,2.439,2
20.13,3.597,76.369,4.29,3.441,3.801,68.046,0.295,1.237,1
40.072,0.878,38.551,0.455,5.919,3.146,132.743,0.605,0.511,1
31.892,1.185,67.591,2.211,8.024,6.991,322.09,0.71,12.566,1
37.03,3.961,64.641,3.559,4.633,3.251,350.683,0.307,13.524,1
9.781,1.941,52.507,4.707,9.433,0.108,448.984,0.301,14.062,1
18.63,1.123,37.577,3.238,5.867,8.243,223.385,0.465,1.226,2
11.401,4.357,62.221,1.92,5.571,6.888,165.126,0.151,0.488,1
2.625,3.555,88.803,2.908,9.039,6.536,289.516,0.131,14.339,1
13.536,0.046,67.212,0.283,6.492,9.582,113.454,0.774,10.792,1
22.144,1.469,47.313,2.957,5.586,8.451,438.368,0.349,10.335,1
24.108,3.668,47.042,4.61,7.609,8.449,190.988,0.366,6.101,1
45.879,0.912,38.442,2.508,8.92,7.666,331.535,0.543,7.073,1
41.378,3.283,79.4,2.437,7.311,1.013,136.894,0.543,7.063,1
23.393,3.212,31.611,1.442,1.811,9.647,341.706,0.581,13.139,1
22.66,3.353,54.095,2.305,2.248,4.45,251.96,0.7,5.771,1
24.759,0.089,54.936,4.107,9.282,3.588,217.227,0.011,12.023,1
27.822,0.664,43.857,4.19,1.766,9.481,443.783,0.297,3.276,2
1.223,1.225,67.032,3.197,5.985,4.077,239.645,0.441,11.178,1
44.351,0.102,47.485,3.234,8.795,4.004,299.886,0.869,2.004,2
42.338,4.794,89.703,4.455,2.995,5.578,271.339,0.538,13.163,1
32.043,2.827,85.725,3.608,7.564,3.326,59.207,0.509,1.575,1
48.242,3.25,51.341,0.162,8.562,4.167,121.699,0.816,1.823,1
13.166,1.116,46.73,3.98,7.216,7.165,98.179,0.524,4.429,1
24.206,3.796,65.042,2.641,7.878,5.64,251.017,0.861,13.555,1
15.063,1.563,42.089,1.742,5.299,5.04,54.152,0.772,11.055,1
44.844,2.639,72.246,1.105,5.537,3.264,68.531,0.59,4.353,1
21.508,0.288,71.194,4.966,5.426,4.486,372.031,0.95,10.555,1
32.277,0.13,72.981,1.779,6.901,1.176,179.313,0.683,0.749,1
9.838,0.161,34.255,1.624,5.262,6.077,52.086,0.561,1.426,1
9.894,2.176,30.48,3.329,4.387,3.212,379.768,0.446,9.394,1
19.357,2.764,78.145,1.637,3.587,3.765,480.226,0.342,5.245,1
40.568,3.258,37.808,0.35,2.472,9.63,450.931,0.938,2.945,2
7.041,1.624,74.828,1.779,9.351,1.424,203.142,0.202,12.647,1
38.622,0.641,40.709,2.423,4.062,8.138,371.027,0.549,14.856,1
33.133,0.08,46.818,0.942,2.062,8.414,58.014,0.89,5.888,1
10.046,3.063,85.193,4.3,8.868,7.959,59.897,0.864,1.684,1
11.377,2.585,55.543,0.579,6.387,3.176,50.08,0.064,10.098,1
6.582,4.964,64.458,2.251,3.146,5.333,188.362,0.872,8.322,1
37.625,2.929,36.537,3.683,3.031,2.023,119.467,0.734,10.395,1
45.209,0.945,47.502,0.227,7.651,9.663,340.159,0.28,1.882,2
30.451,4.415,50.187,4.465,1.529,0.921,240.983,0.346,5.287,1
40.24,4.869,37.7,0.692,7.89,5.32,129.469,0.205,9.29,1
4.403,0.584,55.494,1.441,8.236,8.42,78.841,0.559,8.894,1
18.438,4.213,54.975,4.313,6.593,0.553,288.494,0.854,6.528,1
19.26,4.654,85.06,1.442,9.296,2.568,62.057,0.038,5.181,1
37.472,4.463,83.881,0.324,5.616,3.198,322.712,0.732,0.291,2
47.501,4.238,36.059,1.534,5.284,9.148,342.178,0.11,11.676,1
15.873,2.451,42.333,0.111,8.883,9.024,428.009,0.995,7.357,1
1.587,0.167,43.002,0.813,8.816,5.389,316.218,0.731,1.912,2
29.837,1.199,86.628,3.842,8.484,9.94,474.955,0.416,8.494,1
18.659,0.554,49.211,0.929,7.297,9.315,288.961,0.616,9.342,1
46.657,3.956,59.309,0.847,3.598,6.381,371.356,0.695,13.099,1
12.05,3.278,58.087,1.263,4.492,5.497,290.358,0.865,8.756,1
43.815,1.849,35.647,3.304,7.147,4.401,410.05,0.509,0.54,0
5.431,3.218,56.292,2.876,2.074,4.374,442.082,0.138,14.971,1
1.374,2.798,51.785,2.201,9.545,2.283,281.557,0.863,11.666,1
44.865,2.247,61.959,2.412,9.979,3.416,390.175,0.311,5.085,1
27.384,0.828,88.617,4.903,5.216,6.643,111.514,0.623,12.973,1
47.158,0.709,69.574,2.533,4.497,0.361,104.193,0.032,10.39,1
35.096,0.205,85.452,1.982,9.256,2.928,498.145,0.777,3.377,2
31.305,2.322,33.847,2.521,5.043,0.217,99.475,0.104,13.641,1
4.388,0.237,37.329,3.738,2.773,5.694,181.616,0.365,8.593,1
39.453,0.598,55.659,2.399,1.62,4.301,438.785,0.696,11.438,1
23.298,1.549,37.968,1.52,8.38,4.571,302.433,0.137,5.999,1
7.867,3.21,48.308,1.764,8.348,9.296,188.127,0.152,6.788,1
31.006,3.332,61.762,3.151,4.189,4.703,391.653,0.565,0.161,2
21.159,2.98,74.234,2.554,4.383,4.942,338.638,0.642,1.25,2
28.661,0.689,85.323,3.86,7.861,3.57,330.077,0.378,2.99,2
36.761,3.653,55.942,4.422,5.933,0.969,452.669,0.339,11.846,1
12.428,4.198,62.796,0.909,7.481,7.414,114.443,0.802,2.003,1
37.186,0.115,73.962,4.198,5.074,8.062,368.746,0.245,10.084,1
21.497,2.56,77.222,4.65,5.809,5.954,422.48,0.233,5.712,1
35.881,4.169,58.709,0.489,6.269,5.264,170.409,0.196,14.059,1
16.038,3.277,55.755,0.585,1.958,6.327,335.828,0.561,1.3,2
24.49,3.341,30.347,3.585,4.349,8.007,211.28,0.166,7.219,1
5.632,3.236,82.825,0.742,6.801,7.998,185.793,0.142,10.412,1
10.581,0.023,31.943,0.686,5.688,2.766,57.965,0.266,8.658,1
2.03,3.353,76.266,0.177,3.256,5.593,53.555,0.746,0.729,1
7.76,4.097,56.005,3.323,4.266,9.969,352.074,0.498,12.257,1
3.259,4.496,81.484,1.712,8.563,5.767,88.763,0.983,11.405,1
16.741,3.073,88.929,2.398,7.3,1.908,293.636,0.776,4.038,2
2.833,2.797,76.511,1.67,3.125,7.56,347.551,0.319,14.705,1
33.556,2.186,37.545,1.432,4.207,1.219,238.25,0.427,10.883,1
47.153,1.288,64.731,3.689,7.794,1.884,458.135,0.305,4.188,2
45.218,1.438,66.639,3.048,2.946,1.09,232.202,0.446,2.808,2
15.302,1.222,81.826,0.253,4.565,1.422,239.399,0.417,0.201,2
47.381,4.389,74.608,3.332,1.689,6.968,97.119,0.149,9.166,1
16.389,3.583,44.319,4.389,4.877,4.435,118.974,0.239,6.083,1
10.457,0.796,64.065,4.319,3.764,6.409,95.412,0.7,10.147,1
25.814,3.169,79.892,2.79,7.353,6.962,354.996,0.123,5.056,1
19.216,0.277,56.799,0.822,3.42,9.62,129.037,0.046,11.524,1
24.228,2.685,70.52,3.107,7.128,2.757,208.628,0.26,4.613,2
18.525,0.741,61.234,1.757,8.399,9.932,123.674,0.557,14.687,1
2.471,3.612,84.805,3.721,2.387,4.574,117.32,0.217,7.178,1
41.064,4.944,61.012,4.374,4.302,4.523,407.828,0.152,14.174,1
30.036,2.622,44.083,2.198,1.888,8.93,213.842,0.791,7.987,1
17.655,3.291,40.213,0.985,2.191,9.118,258.16,0.376,8.119,1
41.369,4.918,79.759,3.834,9.266,0.609,407.197,0.225,3.248,2
45.398,2.74,50.234,2.049,9.113,1.907,451.48,0.408,7.416,1
36.375,3.005,43.215,2.083,3.479,6.215,292.164,0.327,11.005,1
18.062,2.876,43.921,1.379,6.694,4.937,226.956,0.545,8.163,1
17.275,4.3,80.463,3.823,7.205,3.066,339.909,0.999,8.646,1
6.444,2.066,33.046,0.802,4.572,5.834,221.995,0.244,12.713,1
14.969,2.02,31.375,1.61,3.288,2.151,310.475,0.192,9.534,1
11.783,1.03,56.161,3.335,3.914,7.534,461.982,0.66,1.908,0
46.51,1.784,34.256,0.51,1.648,2.32,402.494,0.632,3.546,2
15.948,4.004,59.74,2.581,5.25,3.425,413.601,0.009,12.869,1
4.942,2.648,43.21,3.47,3.629,8.79,322.981,0.925,4.134,2
45.103,4.528,57.241,2.962,5.86,9.466,485.435,0.565,11.239,1
21.535,3.915,30.937,0.386,7.852,2.178,423.776,0.915,5.708,1
18.962,1.902,56.821,0.827,7.477,3.378,392.709,0.242,4.765,2
39.816,3.301,46.86,4.397,4.648,5.841,361.833,0.322,2.004,2
25.959,1.894,87.243,3.065,7.311,4.05,134.189,0.586,8.671,1
45.072,1.62,71.863,2.388,2.067,5.469,263.144,0.014,7.095,1
45.691,1.507,31.884,4.875,6.442,8.934,113.165,0.782,3.529,1
40.543,3.041,64.367,4.01,3.499,2.995,367.375,0.91,14.072,1
14.334,1.506,76.751,2.87,3.117,3.613,100.238,0.767,6.947,1
9.112,0.765,55.608,4.258,4.509,8.42,209.63,0.114,9.932,1
2.875,3.305,88.757,4.169,5.728,9.491,383.729,0.102,1.106,2
16.567,4.36,75.282,3.609,2.272,4.785,112.368,0.99,1.497,1
10.257,2.468,41.605,2.303,9.331,1.845,434.448,0.19,1.564,0
49.726,3.107,65.93,3.887,7.88,8.756,327.944,0.223,14.151,1
39.727,3.795,34.366,1.799,2.472,1.279,429.56,0.054,13.582,1
3.295,4.482,33.761,2.401,2.652,0.465,148.746,0.237,2.103,1
25.799,1.289,75.876,0.677,6.144,0.049,120.182,0.566,4.691,1
36.178,0.297,60.583,2.72,8.933,9.588,210.628,0.406,8.35,1
21.08,2.451,53.613,3.357,9.729,4.117,72.026,0.562,12.467,1
46.138,2.229,81.168,0.9,2.329,4.152,245.416,0.887,8.359,1
14.959,3.093,32.596,3.652,7.946,2.646,95.125,0.896,1.97,1
31.448,4.539,30.271,2.053,7.762,9.574,419.193,0.133,13.502,1
49.527,1.14,46.497,1.555,5.763,8.81,449.012,0.476,12.366,1
46.621,2.789,42.598,3.34,4.851,0.787,435.804,0.058,12.039,1
4.817,0.172,57.552,4.215,2.109,2.624,340.944,0.559,4.736,2
2.013,3.762,30.222,2.253,2.11,8.669,266.894,0.09,2.075,2
30.33,0.93,85.425,1.508,4.807,7.839,264.114,0.944,1.391,2
46.368,3.531,80.186,3.135,8.57,1.988,391.625,0.563,14.674,1
33.902,3.903,39.786,3.571,9.816,8.225,136.243,0.835,4.998,1
7.055,3.005,67.196,1.865,2.557,9.947,241.558,0.092,13.834,1
28.989,1.954,49.154,0.74,4.746,4.674,175.189,0.225,10.054,1
18.117,1.389,79.03,4.358,7.487,7.227,217.026,0.24,0.032,2
26.787,2.647,82.566,4.427,8.782,0.013,259.045,0.054,9.612,1
24.307,0.633,65.928,4.338,4.243,7.965,214.942,0.959,5.343,1
18.218,3.245,83.692,0.194,2.465,0.541,305.984,0.835,0.323,2
26.535,2.013,47.726,0.37,4.227,1.284,397.074,0.731,8.502,1
39.188,1.978,51.173,2.895,1.81,3.225,99.91,0.661,0.441,1
25.833,1.609,33.948,0.277,8.853,0.365,243.92,0.802,11.46,1
17.58,1.086,52.32,3.684,2.862,4.978,97.909,0.954,8.29,1
25.558,0.13,79.838,1.046,3.446,9.999,190.631,0.891,2.799,1
39.272,1.962,44.877,2.468,4.042,3.353,330.41,0.605,14.934,1
44.314,3.038,74.945,2.668,2.328,3.617,228.665,0.253,3.36,2
31.662,1.643,67.949,0.284,8.388,1.325,461.773,0.493,13.432,1
34.957,2.702,38.052,4.742,8.772,6.793,391.161,0.544,14.23,1
36.053,4.734,58.379,3.215,8.225,0.097,460.081,0.901,7.091,1
44.812,0.79,38.799,1.727,5.944,0.124,281.273,0.967,0.295,2
23.612,2.343,41.674,1.534,8.76,9.691,432.07,0.785,5.787,1
30.239,0.474,45.559,2.87,7.517,4.31,155.929,0.056,14.76,1
16.691,0.769,79.419,3.228,2.844,4.08,401.489,0.639,9.456,1
46.627,3.545,77.805,1.661,4.883,5.544,456.563,0.555,12.73,1
35.134,0.483,81.36,4.354,4.082,6.448,231.627,0.218,13.249,1
34.709,1.986,44.362,0.455,4.428,2.148,332.759,0.582,0.385,2
8.472,4.919,71.986,2.677,5.17,3.412,497.832,0.898,1.514,0
47.959,3.83,70.92,1.433,4.113,8.656,135.534,0.402,3.336,1
36.574,2.079,43.934,3.559,1.982,0.564,481.006,0.088,9.948,1
32.519,2.117,34.659,2.202,6.499,1.129,70.564,0.908,9.135,1
22.792,4.497,47.923,2.546,5.041,2.774,410.192,0.473,14.82,1
9.799,2.832,54.714,1.932,7.225,6.253,126.904,0.778,13.637,1
